date,electricity_price
2005-05-07,89.98617276381898
2005-05-08,87.23444197867592
2005-05-09,85.3546851333396
2005-05-10,87.21791654867359
2005-05-11,85.58402979466061
2005-05-12,85.36296317531252
2005-05-13,89.63606953030977
2005-05-14,89.47367499665292
2005-05-15,92.24180464052536
2005-05-16,90.53252708162105
2005-05-17,90.77423633168006
2005-05-18,89.02100712116186
2005-05-19,88.90477870512242
2005-05-20,91.9483167816908
2005-05-21,88.11250001208764
2005-05-22,90.0685663635909
2005-05-23,91.49765352104588
2005-05-24,90.69789962540113
2005-05-25,87.6156595395135
2005-05-26,88.60104424442977
2005-05-27,87.97452418399843
2005-05-28,89.39005589719105
2005-05-29,90.2407342740433
2005-05-30,95.32445355169763
2005-05-31,95.4752873378797
2005-06-01,92.64731864728309
2005-06-02,93.04189673422972
2005-06-03,93.54557726308671
2005-06-04,97.10145097076567
2005-06-05,99.253185820058
2005-06-06,100.12358893902257
2005-06-07,103.95841506782604
2005-06-08,100.68765630228758
2005-06-09,98.88784435881678
2005-06-10,96.31955409417202
2005-06-11,95.18940203651731
2005-06-12,91.41514768678265
2005-06-13,93.03113609917268
2005-06-14,92.34999414674803
2005-06-15,88.32356707275692
2005-06-16,85.5168138970412
2005-06-17,86.27105159823807
2005-06-18,88.4308652912512
2005-06-19,93.6948858745686
2005-06-20,101.41614409616339
2005-06-21,102.44070771129714
2005-06-22,99.70372514617843
2005-06-23,93.9056615615725
2005-06-24,94.5371825798439
2005-06-25,92.27335007095067
2005-06-26,91.07474963062165
2005-06-27,89.34903202039871
2005-06-28,88.88606738927191
2005-06-29,91.65636120548714
2005-06-30,91.99138710994868
2005-07-01,91.04011269561072
2005-07-02,87.7390730461573
2005-07-03,82.7259054684796
2005-07-04,80.89670837848367
2005-07-05,80.2263609231291
2005-07-06,84.43686214750632
2005-07-07,84.2596521854963
2005-07-08,86.36642100722808
2005-07-09,84.5024264680074
2005-07-10,80.8013994550298
2005-07-11,77.6893470272914
2005-07-12,75.22002511713734
2005-07-13,80.39650770972783
2005-07-14,77.66954612349006
2005-07-15,79.38983028552346
2005-07-16,76.44440017365596
2005-07-17,78.41408043733222
2005-07-18,78.91921591283683
2005-07-19,77.97329182635234
2005-07-20,77.33782845480654
2005-07-21,75.05722953336455
2005-07-22,75.72612493631091
2005-07-23,73.98085426149332
2005-07-24,70.17088302160795
2005-07-25,66.22070104405992
2005-07-26,66.15685984262774
2005-07-27,69.86141244528748
2005-07-28,69.76382241923281
2005-07-29,68.91970921797093
2005-07-30,69.15926311129802
2005-07-31,72.13213680011225
2005-08-01,72.77025013270017
2005-08-02,71.71959727175218
2005-08-03,74.73396650770518
2005-08-04,75.93304789887826
2005-08-05,80.09807337558892
2005-08-06,80.63933650015
2005-08-07,77.40899035479747
2005-08-08,73.7936603120617
2005-08-09,78.26726182556483
2005-08-10,82.9357470795918
2005-08-11,82.5050973964323
2005-08-12,81.52876707774614
2005-08-13,85.49469189026296
2005-08-14,82.57895390203805
2005-08-15,80.23207367082264
2005-08-16,82.00604569944231
2005-08-17,80.99912407529098
2005-08-18,81.03573092978691
2005-08-19,80.64815393850138
2005-08-20,81.60293497247041
2005-08-21,85.42428018480348
2005-08-22,85.71731075533725
2005-08-23,87.49292248975993
2005-08-24,82.05029981095015
2005-08-25,81.97010003680442
2005-08-26,79.76119319196815
2005-08-27,76.54600088706874
2005-08-28,74.24352852484714
2005-08-29,73.3986532962065
2005-08-30,75.90292772113035
2005-08-31,72.39950110997343
2005-09-01,72.65240948008082
2005-09-02,71.52603024649363
2005-09-03,70.81894602481428
2005-09-04,73.67643751123057
2005-09-05,75.28902935963842
2005-09-06,79.04311051713574
2005-09-07,78.79998752201661
2005-09-08,77.10621202909121
2005-09-09,76.67727366691778
2005-09-10,77.49782511107598
2005-09-11,78.14175027292073
2005-09-12,75.40722682970811
2005-09-13,75.82051136054869
2005-09-14,76.60283383002484
2005-09-15,83.51864998024588
2005-09-16,88.71805075184484
2005-09-17,86.60282504724921
2005-09-18,86.00368765749263
2005-09-19,82.25357865508244
2005-09-20,80.84175711381961
2005-09-21,81.85818476157682
2005-09-22,85.25982350784122
2005-09-23,83.47725391997281
2005-09-24,81.89546140623467
2005-09-25,76.3131456596197
2005-09-26,76.04815922351885
2005-09-27,73.37250901816367
2005-09-28,72.12483951790537
2005-09-29,69.94633648902519
2005-09-30,69.86462073179491
2005-10-01,64.92787178356159
2005-10-02,60.76993973257956
2005-10-03,66.24742443790657
2005-10-04,62.57074892995138
2005-10-05,59.404840286527936
2005-10-06,64.09908613612868
2005-10-07,71.65519761486587
2005-10-08,68.288930793023
2005-10-09,67.07496411491535
2005-10-10,67.76275112303446
2005-10-11,72.16705804733365
2005-10-12,69.29567687995512
2005-10-13,68.41118227592463
2005-10-14,70.26654438907903
2005-10-15,71.20406700014348
2005-10-16,69.96891507472634
2005-10-17,69.38303752552167
2005-10-18,65.47199814657864
2005-10-19,64.60653730741835
2005-10-20,63.66548439334341
2005-10-21,64.06019833365342
2005-10-22,62.344999597202204
2005-10-23,63.381045305715965
2005-10-24,65.86704787556948
2005-10-25,66.05615358854747
2005-10-26,66.77127138713567
2005-10-27,66.68635810400332
2005-10-28,66.45925372145237
2005-10-29,64.29867874235488
2005-10-30,64.91931993958302
2005-10-31,64.43133296188122
2005-11-01,69.78593939841701
2005-11-02,73.7478284724778
2005-11-03,74.52806913871147
2005-11-04,72.23009328026686
2005-11-05,68.99610511297878
2005-11-06,71.93394745903056
2005-11-07,72.38437788368861
2005-11-08,73.41726471055196
2005-11-09,68.48951410426554
2005-11-10,70.7208225450695
2005-11-11,71.68479048864984
2005-11-12,68.45610937424725
2005-11-13,66.9392257948554
2005-11-14,67.3922496913914
2005-11-15,67.27927797370741
2005-11-16,66.24293010152834
2005-11-17,65.71211358400886
2005-11-18,64.78345553477142
2005-11-19,64.93866666253251
2005-11-20,68.62763805359305
2005-11-21,61.49733829097428
2005-11-22,60.60920977335066
2005-11-23,60.82858903155197
2005-11-24,61.368090958043574
2005-11-25,60.11808947458583
2005-11-26,55.157823867923284
2005-11-27,55.78306624628295
2005-11-28,60.15754941981386
2005-11-29,55.79438560657267
2005-11-30,57.85526480887759
2005-12-01,57.008244265339464
2005-12-02,56.87712542124689
2005-12-03,54.089317583655244
2005-12-04,53.2264064611706
2005-12-05,56.74275445164131
2005-12-06,58.337026953546356
2005-12-07,63.011532397376364
2005-12-08,66.19931499044814
2005-12-09,67.40892940544443
2005-12-10,72.11457572279001
2005-12-11,73.32393957250167
2005-12-12,75.5755237821325
2005-12-13,74.81411716372214
2005-12-14,75.0255962444115
2005-12-15,73.19019895052519
2005-12-16,75.87474086150115
2005-12-17,72.75093961698914
2005-12-18,74.88024801853842
2005-12-19,74.40262876767177
2005-12-20,77.57389424587737
2005-12-21,79.61885578886402
2005-12-22,84.53003282115044
2005-12-23,86.5211564353795
2005-12-24,82.3424307938267
2005-12-25,82.19623083583343
2005-12-26,79.08929939113418
2005-12-27,77.7338761216406
2005-12-28,81.81604137463056
2005-12-29,83.55734805226012
2005-12-30,81.71791416504307
2005-12-31,79.03508295794964
2006-01-01,79.18592235074603
2006-01-02,75.98944401210802
2006-01-03,74.25428951798501
2006-01-04,75.15325278278937
2006-01-05,78.31164627561525
2006-01-06,80.00568650179507
2006-01-07,73.92972444851058
2006-01-08,74.80821078818427
2006-01-09,75.06421526044227
2006-01-10,76.23614412511404
2006-01-11,80.62940410137837
2006-01-12,75.16445151054356
2006-01-13,73.6437368756472
2006-01-14,75.28993844219754
2006-01-15,71.11543696744769
2006-01-16,75.13290167322197
2006-01-17,76.1828338065281
2006-01-18,78.51406333908457
2006-01-19,77.04736203385029
2006-01-20,79.29065732819343
2006-01-21,82.21638224625082
2006-01-22,82.90333145960207
2006-01-23,83.59436085063044
2006-01-24,84.3816892780296
2006-01-25,82.13156687484094
2006-01-26,81.79930609891868
2006-01-27,81.45366547439127
2006-01-28,82.54388637516806
2006-01-29,85.2856870272218
2006-01-30,82.5125968883254
2006-01-31,82.24067220041478
2006-02-01,86.62562890645965
2006-02-02,85.04910585597001
2006-02-03,83.26182710503899
2006-02-04,84.21960495240803
2006-02-05,86.89768196559508
2006-02-06,87.34404152972213
2006-02-07,91.3204239820532
2006-02-08,94.03174742552508
2006-02-09,96.70295179532962
2006-02-10,98.60332235047359
2006-02-11,105.25546572210982
2006-02-12,105.1215295331525
2006-02-13,100.16931046621514
2006-02-14,104.88327761721531
2006-02-15,104.07272613953654
2006-02-16,104.77751247810976
2006-02-17,108.70189066859486
2006-02-18,104.82476045720196
2006-02-19,101.88701324205513
2006-02-20,98.01251300679102
2006-02-21,96.30055835408346
2006-02-22,97.89420704351848
2006-02-23,99.71439082043267
2006-02-24,100.87034843611009
2006-02-25,97.5009217643669
2006-02-26,91.72729086437134
2006-02-27,92.28866461508836
2006-02-28,91.44039820217372
2006-03-01,93.14183951614173
2006-03-02,95.49318415763379
2006-03-03,96.33419499376537
2006-03-04,98.84141776748284
2006-03-05,99.92616109722057
2006-03-06,101.81696993645865
2006-03-07,100.39958974970851
2006-03-08,100.38898888886223
2006-03-09,101.38682954638793
2006-03-10,104.05586751625033
2006-03-11,103.47155649588687
2006-03-12,105.33852671772704
2006-03-13,105.09689994433823
2006-03-14,105.25259898304705
2006-03-15,107.94572505463228
2006-03-16,103.0764156315951
2006-03-17,100.07344949617224
2006-03-18,96.57290901400229
2006-03-19,90.79116082284915
2006-03-20,89.44453684488575
2006-03-21,91.92309367534085
2006-03-22,91.63043958312156
2006-03-23,92.6309969749485
2006-03-24,96.01992377494605
2006-03-25,100.04777101258784
2006-03-26,100.33315777062997
2006-03-27,104.43039729640829
2006-03-28,105.147854478294
2006-03-29,103.37486907770389
2006-03-30,102.25293913405086
2006-03-31,98.75681644982438
2006-04-01,96.32045643145437
2006-04-02,95.30442026697298
2006-04-03,97.40062177500992
2006-04-04,101.95420355856761
2006-04-05,98.19415941101573
2006-04-06,99.18983298709401
2006-04-07,96.34512610896603
2006-04-08,97.56015001364368
2006-04-09,97.15211933576703
2006-04-10,92.18982428357144
2006-04-11,94.62016209286644
2006-04-12,92.94239051481225
2006-04-13,91.455115880462
2006-04-14,88.53215179356518
2006-04-15,86.72233921478082
2006-04-16,87.81195575170574
2006-04-17,87.24810526625023
2006-04-18,88.07186261733644
2006-04-19,88.9847318925977
2006-04-20,92.46631823286967
2006-04-21,91.49108869889996
2006-04-22,87.47738174228452
2006-04-23,90.27993744570998
2006-04-24,89.33497817986813
2006-04-25,92.26445069545109
2006-04-26,93.23480427509513
2006-04-27,92.8266372775624
2006-04-28,93.70428505536425
2006-04-29,98.87474790090396
2006-04-30,104.3827121945831
2006-05-01,104.29608041973546
2006-05-02,104.45275115982798
2006-05-03,107.06376054727893
2006-05-04,104.52548920560776
2006-05-05,105.14535051997855
2006-05-06,104.80353496712762
2006-05-07,105.37205579235439
2006-05-08,102.86671857185095
2006-05-09,98.33532540841193
2006-05-10,92.50873329798554
2006-05-11,89.24244408122472
2006-05-12,87.74100973401598
2006-05-13,86.68294990726727
2006-05-14,91.60078152487927
2006-05-15,94.29150762421426
2006-05-16,91.44128934755719
2006-05-17,92.10036994269899
2006-05-18,90.73717771185349
2006-05-19,89.70276975442206
2006-05-20,89.9267839462228
2006-05-21,91.31318469404208
2006-05-22,90.13169948653533
2006-05-23,92.7095164773547
2006-05-24,89.37744030842335
2006-05-25,89.12190217559501
2006-05-26,95.80923379957312
2006-05-27,96.13440117531434
2006-05-28,99.70183909621808
2006-05-29,99.67452366305781
2006-05-30,100.95805668969672
2006-05-31,100.53339736482236
2006-06-01,98.29432920615812
2006-06-02,94.42338880229192
2006-06-03,93.79377849968124
2006-06-04,89.72978428215264
2006-06-05,89.73056160909243
2006-06-06,90.85583078691675
2006-06-07,90.05536394643661
2006-06-08,87.50592675492096
2006-06-09,86.93971914670634
2006-06-10,84.33020127587315
2006-06-11,85.0542777820165
2006-06-12,78.36495607945353
2006-06-13,75.68327407375996
2006-06-14,68.56686184785362
2006-06-15,62.77869788612178
2006-06-16,64.65034364505631
2006-06-17,65.26627931194471
2006-06-18,61.55610054633575
2006-06-19,55.747995824969
2006-06-20,46.02273908650065
2006-06-21,42.7840698654409
2006-06-22,47.486499490648754
2006-06-23,46.86916802067044
2006-06-24,43.58742486627627
2006-06-25,43.05099628694607
2006-06-26,37.0862754627665
2006-06-27,34.507166415739995
2006-06-28,32.991191575103116
2006-06-29,30.97800393974785
2006-06-30,31.31428108074168
2006-07-01,34.00166608305285
2006-07-02,37.5562773883825
2006-07-03,37.475935737406665
2006-07-04,41.64540971154979
2006-07-05,47.773751327613695
2006-07-06,46.93845405980983
2006-07-07,46.324072463825736
2006-07-08,51.666980832983384
2006-07-09,52.918309216365124
2006-07-10,58.44350682172338
2006-07-11,59.021826251031264
2006-07-12,64.68426697061818
2006-07-13,66.80054163448446
2006-07-14,69.25639427682677
2006-07-15,75.21267643450608
2006-07-16,76.00738725138348
2006-07-17,75.24986211586729
2006-07-18,75.81202961231968
2006-07-19,78.78794114042259
2006-07-20,76.35684862231963
2006-07-21,79.82879092664949
2006-07-22,80.14926975908583
2006-07-23,84.98855237909582
2006-07-24,80.33768630896131
2006-07-25,79.99425836450295
2006-07-26,77.23975435273985
2006-07-27,76.79005690697325
2006-07-28,79.21760869177153
2006-07-29,80.50140268528209
2006-07-30,81.58652672305193
2006-07-31,82.92401786734906
2006-08-01,83.1583274656727
2006-08-02,80.14557192606478
2006-08-03,81.72878754488927
2006-08-04,83.19362344457235
2006-08-05,83.91462054231181
2006-08-06,85.09509937824103
2006-08-07,85.57866026680209
2006-08-08,90.72053776720013
2006-08-09,90.17656828844386
2006-08-10,89.04319006820606
2006-08-11,86.7136695271918
2006-08-12,83.6373440849184
2006-08-13,79.99245438846557
2006-08-14,77.30051051775114
2006-08-15,76.80051791453927
2006-08-16,77.38556162889535
2006-08-17,77.21196350782748
2006-08-18,74.85027117595845
2006-08-19,76.95148210013564
2006-08-20,78.62194267771848
2006-08-21,77.88358151112514
2006-08-22,75.82362557081677
2006-08-23,76.98238757341359
2006-08-24,77.17539724605345
2006-08-25,72.98486076935986
2006-08-26,72.49210251572711
2006-08-27,72.88354444272339
2006-08-28,70.16240336388886
2006-08-29,70.36042273875054
2006-08-30,66.15194798428057
2006-08-31,69.42132214107393
2006-09-01,72.87942910198522
2006-09-02,72.31738794522423
2006-09-03,73.4056975334255
2006-09-04,67.0633997483126
2006-09-05,64.07975850954726
2006-09-06,63.40716666998019
2006-09-07,60.64915868389431
2006-09-08,62.677734937413746
2006-09-09,68.1435391445498
2006-09-10,65.10559710316294
2006-09-11,62.97633098186613
2006-09-12,63.72167878022176
2006-09-13,68.1528037799243
2006-09-14,64.99225970666697
2006-09-15,65.77401268556177
2006-09-16,70.76827263940106
2006-09-17,66.45729322078336
2006-09-18,63.13949002843958
2006-09-19,62.11905553878567
2006-09-20,60.83878118364819
2006-09-21,63.13047403915353
2006-09-22,63.89246368819299
2006-09-23,59.25139114044295
2006-09-24,60.74683114797678
2006-09-25,59.31397143499227
2006-09-26,62.84307147619168
2006-09-27,61.27611821794983
2006-09-28,59.684977242791334
2006-09-29,61.249331157482004
2006-09-30,63.40793209361348
2006-10-01,65.20786081308695
2006-10-02,61.29105276235114
2006-10-03,63.331941296008225
2006-10-04,61.16010914832541
2006-10-05,62.38982818293414
2006-10-06,59.17461993281951
2006-10-07,60.96978702033647
2006-10-08,59.40804780060447
2006-10-09,56.570883129519416
2006-10-10,59.082747957026186
2006-10-11,60.32952964371632
2006-10-12,59.2838758957977
2006-10-13,63.77131939936736
2006-10-14,63.19004742791348
2006-10-15,63.87542457548611
2006-10-16,65.1952669147627
2006-10-17,64.13437047814068
2006-10-18,65.99602121409893
2006-10-19,65.16611373996757
2006-10-20,64.66257820128826
2006-10-21,68.91280982410616
2006-10-22,66.72415725459472
2006-10-23,60.85903391209555
2006-10-24,65.77451166979397
2006-10-25,73.20418656670083
2006-10-26,72.71771541272507
2006-10-27,68.12776712923397
2006-10-28,67.89525079137306
2006-10-29,67.72773614876829
2006-10-30,67.81823224458758
2006-10-31,65.43452392350439
2006-11-01,67.20866745132571
2006-11-02,68.83530740097162
2006-11-03,65.05274638217121
2006-11-04,67.14742524095021
2006-11-05,72.86845648429855
2006-11-06,73.5505298229884
2006-11-07,72.86809285500634
2006-11-08,72.70897495575487
2006-11-09,74.5787564863232
2006-11-10,70.16317651044423
2006-11-11,70.82496881319852
2006-11-12,70.00015900352778
2006-11-13,75.17231630067722
2006-11-14,74.92700776522649
2006-11-15,79.617065253898
2006-11-16,76.88119870868083
2006-11-17,78.67596727618536
2006-11-18,79.7530711196083
2006-11-19,77.64601029294263
2006-11-20,78.34264752735812
2006-11-21,81.8126518384781
2006-11-22,81.16647457713907
2006-11-23,76.85460611563231
2006-11-24,77.02889687170035
2006-11-25,74.83241333887455
2006-11-26,74.13653778107559
2006-11-27,74.13928880975405
2006-11-28,69.79074238420466
2006-11-29,65.68331331544684
2006-11-30,67.1962438534783
2006-12-01,66.62149755313291
2006-12-02,60.5756253910857
2006-12-03,63.50418488826274
2006-12-04,65.05969047691788
2006-12-05,63.9727864389739
2006-12-06,61.27040572060084
2006-12-07,64.33551085394292
2006-12-08,66.09726851135278
2006-12-09,73.30664420663742
2006-12-10,75.25819550557654
2006-12-11,77.12270968682171
2006-12-12,77.50122078835936
2006-12-13,80.51533409067055
2006-12-14,83.01585748671687
2006-12-15,87.1953143785721
2006-12-16,86.6243077347638
2006-12-17,86.28349125426395
2006-12-18,85.82560246191184
2006-12-19,88.77012416906449
2006-12-20,93.61042001149536
2006-12-21,93.20682028283393
2006-12-22,92.89449441322604
2006-12-23,94.56174532229146
2006-12-24,94.7290404755904
2006-12-25,98.10559868389063
2006-12-26,92.8982478848518
2006-12-27,91.50904188919375
2006-12-28,90.23849704911333
2006-12-29,84.84740574758787
2006-12-30,83.09131902556607
2006-12-31,81.46512926246933
2007-01-01,81.0476582156324
2007-01-02,84.15092911668097
2007-01-03,83.61568834903737
2007-01-04,80.97520764657044
2007-01-05,80.94395281330142
2007-01-06,83.87630737933006
2007-01-07,81.38279744846417
2007-01-08,79.06446833529529
2007-01-09,80.68230989151513
2007-01-10,80.21009756556289
2007-01-11,82.06622142804127
2007-01-12,82.1509994900294
2007-01-13,84.15228308422496
2007-01-14,81.50037694491965
2007-01-15,81.58934039511844
2007-01-16,81.14618763843144
2007-01-17,78.00983624087374
2007-01-18,73.94220743308348
2007-01-19,75.90085157760511
2007-01-20,75.0818989038953
2007-01-21,72.46428153658945
2007-01-22,72.32793419077801
2007-01-23,75.47153596134922
2007-01-24,69.48217850967569
2007-01-25,65.59362972157572
2007-01-26,63.24231469396847
2007-01-27,67.2785400940405
2007-01-28,68.15700665323354
2007-01-29,70.33419355594201
2007-01-30,67.40074283674937
2007-01-31,64.5225520556863
2007-02-01,66.66069126454784
2007-02-02,67.75515160861586
2007-02-03,70.16369581341701
2007-02-04,70.59920370315126
2007-02-05,72.2827522100363
2007-02-06,73.64472301204698
2007-02-07,76.66689522699204
2007-02-08,79.76741151439467
2007-02-09,76.36567477113812
2007-02-10,71.28297698928637
2007-02-11,74.9052454262015
2007-02-12,79.02580257196453
2007-02-13,77.22961205239935
2007-02-14,73.18494997032867
2007-02-15,74.38861842931051
2007-02-16,77.82090783265615
2007-02-17,83.57546620328762
2007-02-18,85.89709174253373
2007-02-19,85.83949259313697
2007-02-20,84.38488786950066
2007-02-21,85.35389692866896
2007-02-22,85.4904157972508
2007-02-23,83.70910889423368
2007-02-24,90.13659424211863
2007-02-25,95.85785975542534
2007-02-26,99.83996215543758
2007-02-27,98.31108883243074
2007-02-28,101.54023937867493
2007-03-01,102.39484054974974
2007-03-02,102.7214102616888
2007-03-03,105.21046660097889
2007-03-04,106.05366678921412
2007-03-05,107.17723345374907
2007-03-06,108.02454668873696
2007-03-07,108.07848998925685
2007-03-08,102.4405979842217
2007-03-09,101.80551406828206
2007-03-10,99.45620209806226
2007-03-11,95.16804339469208
2007-03-12,98.81494730780604
2007-03-13,102.58825547266619
2007-03-14,105.37083947568476
2007-03-15,105.19549674272618
2007-03-16,107.95505118711645
2007-03-17,107.12821797952036
2007-03-18,106.81243856815567
2007-03-19,103.02361319608626
2007-03-20,103.22813085780635
2007-03-21,102.53079384294539
2007-03-22,98.18151802125207
2007-03-23,97.18522058026223
2007-03-24,96.11247716681976
2007-03-25,100.06949128235571
2007-03-26,101.60619802817847
2007-03-27,100.77773652061384
2007-03-28,100.58517655016738
2007-03-29,99.84450632368836
2007-03-30,98.44171932210972
2007-03-31,94.68248420570302
2007-04-01,94.79882920316247
2007-04-02,93.32088784078016
2007-04-03,90.49201525046578
2007-04-04,92.3827663296452
2007-04-05,93.95212051926828
2007-04-06,89.68611221094616
2007-04-07,89.87846053448105
2007-04-08,93.06726030268531
2007-04-09,96.42625322640401
2007-04-10,99.69579384055099
2007-04-11,100.3211054559801
2007-04-12,98.57805876449817
2007-04-13,96.19559633635632
2007-04-14,97.6399367222471
2007-04-15,99.17718093566693
2007-04-16,103.14733373817053
2007-04-17,106.61552250945513
2007-04-18,106.78229988608057
2007-04-19,103.9697966882095
2007-04-20,103.63587872081817
2007-04-21,104.73895130723888
2007-04-22,104.71856979657277
2007-04-23,103.69129175924388
2007-04-24,104.88988980771386
2007-04-25,104.06070681814008
2007-04-26,102.89900481112035
2007-04-27,104.2545220471269
2007-04-28,103.69853064653606
2007-04-29,104.87360361547462
2007-04-30,106.1266421867512
2007-05-01,102.50013710760554
2007-05-02,100.63709113320725
2007-05-03,103.9156012309333
2007-05-04,100.22840945067145
2007-05-05,93.98365937935796
2007-05-06,88.42161068871947
2007-05-07,87.92592998027153
2007-05-08,87.43509158998488
2007-05-09,86.54630711421096
2007-05-10,89.22576830778895
2007-05-11,81.49086521051883
2007-05-12,81.97800265748843
2007-05-13,85.5878339261519
2007-05-14,81.992537547275
2007-05-15,80.40126168045593
2007-05-16,77.81039150654934
2007-05-17,74.84052837325557
2007-05-18,73.39271237744649
2007-05-19,76.64364841081625
2007-05-20,80.99281849928585
2007-05-21,79.51907467596995
2007-05-22,84.04956004216379
2007-05-23,83.57120487603986
2007-05-24,87.69613222320861
2007-05-25,86.87248656586014
2007-05-26,86.64995114385808
2007-05-27,87.05547981122731
2007-05-28,94.99879419126296
2007-05-29,96.70593907036775
2007-05-30,94.23731671399744
2007-05-31,96.25984391219546
2007-06-01,95.63853098466171
2007-06-02,94.67449290982768
2007-06-03,97.4570078255603
2007-06-04,97.88842629687394
2007-06-05,98.98293669851454
2007-06-06,99.36853877454861
2007-06-07,100.61846581305986
2007-06-08,102.10519363037163
2007-06-09,97.2636797734849
2007-06-10,99.39773592232095
2007-06-11,97.11477858767294
2007-06-12,93.59861036671425
2007-06-13,93.7902431962005
2007-06-14,94.3633824517564
2007-06-15,92.85342830423673
2007-06-16,95.4281140427983
2007-06-17,92.18020437107485
2007-06-18,91.43802659669367
2007-06-19,90.21912633874413
2007-06-20,90.44243871517806
2007-06-21,91.53772173654998
2007-06-22,89.1854423841855
2007-06-23,91.47411888392296
2007-06-24,91.9910508373691
2007-06-25,87.27015926740896
2007-06-26,82.3707076448873
2007-06-27,82.68583298059309
2007-06-28,82.44193516826954
2007-06-29,82.51297735207346
2007-06-30,82.78613693693987
2007-07-01,84.2813939312073
2007-07-02,87.7113200739163
2007-07-03,85.62529930835022
2007-07-04,83.37620060429943
2007-07-05,81.33781994774846
2007-07-06,83.00282661144645
2007-07-07,87.22929197243707
2007-07-08,86.96454236018413
2007-07-09,81.15275058222778
2007-07-10,77.47822642679597
2007-07-11,76.13722372889094
2007-07-12,75.53384341141555
2007-07-13,75.33058508150438
2007-07-14,76.3248767261104
2007-07-15,76.38054862485285
2007-07-16,80.08292912868332
2007-07-17,79.16262290713986
2007-07-18,77.74316804503152
2007-07-19,79.91712468001207
2007-07-20,76.69365674792128
2007-07-21,78.62866634650787
2007-07-22,79.79435603242435
2007-07-23,80.29024130217067
2007-07-24,85.4365749760679
2007-07-25,84.66043957794332
2007-07-26,91.07144498783177
2007-07-27,91.35837724412474
2007-07-28,88.82783564633763
2007-07-29,89.9060912942709
2007-07-30,87.91346887063233
2007-07-31,86.79023909743357
2007-08-01,86.64562947825281
2007-08-02,86.92581392553636
2007-08-03,84.05049572650776
2007-08-04,85.48764815632403
2007-08-05,87.38055039857348
2007-08-06,90.02041537302948
2007-08-07,90.23048701317971
2007-08-08,92.67510586077562
2007-08-09,86.42758362531562
2007-08-10,84.36746138570919
2007-08-11,80.83615872939484
2007-08-12,79.94722963180256
2007-08-13,77.20779963475175
2007-08-14,75.5542522466209
2007-08-15,79.38872904340354
2007-08-16,77.7256382387813
2007-08-17,77.62593045150291
2007-08-18,75.79525293164073
2007-08-19,74.78974216187912
2007-08-20,73.59749577854092
